,Bound
1315,0
1316,1
1317,1
1318,0
1319,1
1320,1
1321,0
1322,1
1323,1
1324,1
1325,0
1326,1
1327,0
1328,1
1329,1
1330,1
1331,0
1332,1
1333,0
1334,0
1335,1
1336,1
1337,1
1338,1
1339,0
1340,0
1341,1
1342,0
1343,1
1344,0
1345,1
1346,0
1347,0
1348,1
1349,0
1350,1
1351,1
1352,0
1353,1
1354,0
1355,0
1356,0
1357,0
1358,0
1359,0
1360,1
1361,1
1362,1
1363,1
1364,0
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,0
1372,1
1373,1
1374,1
1375,1
1376,0
1377,1
1378,0
1379,0
1380,0
1381,1
1382,1
1383,1
1384,0
1385,1
1386,0
1387,0
1388,0
1389,0
1390,0
1391,1
1392,1
1393,0
1394,1
1395,0
1396,0
1397,0
1398,1
1399,0
1400,1
1401,1
1402,1
1403,1
1404,1
1405,1
1406,0
1407,0
1408,1
1409,0
1410,1
1411,1
1412,0
1413,1
1414,1
1415,0
1416,1
1417,1
1418,0
1419,0
1420,0
1421,0
1422,1
1423,0
1424,1
1425,1
1426,1
1427,1
1428,1
1429,0
1430,0
1431,1
1432,1
1433,1
1434,1
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,0
1442,1
1443,1
1444,0
1445,1
1446,1
1447,1
1448,1
1449,0
1450,0
1451,1
1452,0
1453,1
1454,1
1455,0
1456,1
1457,1
1458,1
1459,0
1460,1
1461,1
1462,1
1463,0
1464,1
1465,0
1466,1
1467,1
1468,1
1469,0
1470,1
1471,1
1472,0
1473,1
1474,0
1475,0
1476,0
1477,1
1478,1
1479,0
1480,1
1481,0
1482,0
1483,0
1484,1
1485,1
1486,1
1487,0
1488,0
1489,0
1490,0
1491,1
1492,1
1493,0
1494,0
1495,0
1496,0
1497,1
1498,1
1499,0
1500,1
1501,0
1502,0
1503,1
1504,0
1505,0
1506,1
1507,1
1508,0
1509,1
1510,1
1511,1
1512,0
1513,1
1514,1
1515,1
1516,1
1517,1
1518,1
1519,1
1520,0
1521,1
1522,0
1523,0
1524,1
1525,1
1526,1
1527,1
1528,0
1529,1
1530,0
1531,1
1532,0
1533,0
1534,1
1535,1
1536,0
1537,0
1538,0
1539,0
1540,1
1541,1
1542,1
1543,0
1544,0
1545,0
1546,0
1547,1
1548,0
1549,1
1550,0
1551,1
1552,1
1553,1
1554,1
1555,1
1556,1
1557,0
1558,0
1559,0
1560,0
1561,0
1562,1
1563,0
1564,1
1565,1
1566,1
1567,0
1568,1
1569,0
1570,0
1571,1
1572,0
1573,1
1574,0
1575,0
1576,0
1577,0
1578,0
1579,1
1580,0
1581,0
1582,0
1583,1
1584,1
1585,1
1586,0
1587,0
1588,1
1589,1
1590,0
1591,0
1592,1
1593,1
1594,1
1595,0
1596,0
1597,0
1598,0
1599,0
1600,1
1601,0
1602,1
1603,1
1604,0
1605,1
1606,0
1607,0
1608,1
1609,0
1610,0
1611,1
1612,0
1613,1
1614,1
1615,0
1616,1
1617,0
1618,1
1619,0
1620,1
1621,1
1622,1
1623,1
1624,0
1625,0
1626,1
1627,1
1628,1
1629,0
1630,1
1631,1
1632,0
1633,1
1634,1
1635,0
1636,0
1637,0
1638,0
1639,1
1640,0
1641,1
1642,0
1643,1
1644,0
1645,0
1646,1
1647,0
1648,0
1649,1
1650,0
1651,0
1652,0
1653,0
1654,1
1655,1
1656,1
1657,0
1658,1
1659,0
1660,0
1661,1
1662,1
1663,1
1664,1
1665,1
1666,0
1667,0
1668,0
1669,1
1670,1
1671,1
1672,1
1673,1
1674,1
1675,0
1676,0
1677,0
1678,0
1679,0
1680,0
1681,1
1682,0
1683,0
1684,1
1685,1
1686,1
1687,0
1688,1
1689,0
1690,0
1691,1
1692,0
1693,1
1694,0
1695,1
1696,0
1697,1
1698,0
1699,1
1700,1
1701,1
1702,1
1703,0
1704,0
1705,0
1706,0
1707,1
1708,1
1709,1
1710,0
1711,1
1712,1
1713,0
1714,1
1715,0
1716,0
1717,1
1718,0
1719,1
1720,0
1721,0
1722,1
1723,1
1724,1
1725,0
1726,0
1727,0
1728,0
1729,0
1730,1
1731,1
1732,1
1733,1
1734,0
1735,0
1736,0
1737,1
1738,0
1739,1
1740,1
1741,1
1742,0
1743,1
1744,0
1745,1
1746,0
1747,0
1748,1
1749,0
1750,0
1751,0
1752,1
1753,0
1754,1
1755,1
1756,1
1757,0
1758,0
1759,0
1760,1
1761,1
1762,0
1763,0
1764,0
1765,0
1766,0
1767,0
1768,0
1769,0
1770,0
1771,0
1772,0
1773,1
1774,0
1775,1
1776,1
1777,0
1778,1
1779,0
1780,0
1781,0
1782,0
1783,1
1784,0
1785,0
1786,1
1787,0
1788,1
1789,1
1790,0
1791,1
1792,0
1793,0
1794,1
1795,0
1796,0
1797,0
1798,1
1799,1
1800,1
1801,0
1802,1
1803,1
1804,0
1805,1
1806,1
1807,0
1808,1
1809,0
1810,1
1811,1
1812,1
1813,0
1814,1
1815,0
1816,1
1817,1
1818,1
1819,0
1820,1
1821,1
1822,1
1823,0
1824,0
1825,0
1826,0
1827,0
1828,0
1829,1
1830,0
1831,1
1832,0
1833,0
1834,1
1835,0
1836,0
1837,1
1838,0
1839,1
1840,1
1841,1
1842,0
1843,1
1844,0
1845,1
1846,0
1847,0
1848,0
1849,0
1850,1
1851,0
1852,1
1853,0
1854,0
1855,0
1856,1
1857,0
1858,1
1859,0
1860,0
1861,0
1862,1
1863,1
1864,0
1865,1
1866,1
1867,1
1868,0
1869,1
1870,1
1871,1
1872,1
1873,1
1874,0
1875,0
1876,1
1877,0
1878,0
1879,0
1880,1
1881,0
1882,0
1883,0
1884,0
1885,0
1886,1
1887,1
1888,0
1889,1
1890,0
1891,0
1892,0
1893,0
1894,1
1895,1
1896,1
1897,0
1898,0
1899,0
1900,0
1901,1
1902,1
1903,1
1904,1
1905,0
1906,1
1907,1
1908,0
1909,0
1910,1
1911,1
1912,0
1913,0
1914,1
1915,1
1916,1
1917,0
1918,1
1919,0
1920,1
1921,0
1922,1
1923,0
1924,0
1925,0
1926,1
1927,1
1928,1
1929,1
1930,1
1931,0
1932,1
1933,1
1934,0
1935,1
1936,0
1937,1
1938,0
1939,1
1940,0
1941,0
1942,1
1943,0
1944,0
1945,1
1946,1
1947,1
1948,0
1949,1
1950,1
1951,0
1952,0
1953,0
1954,0
1955,0
1956,0
1957,0
1958,1
1959,0
1960,0
1961,1
1962,0
1963,0
1964,1
1965,0
1966,1
1967,1
1968,0
1969,0
1970,0
1971,0
1972,0
1973,1
1974,1
1975,1
1976,0
1977,1
1978,0
1979,1
1980,1
1981,0
1982,1
1983,0
1984,1
1985,0
1986,1
1987,1
1988,0
1989,1
1990,0
1991,0
1992,0
1993,1
1994,0
1995,0
1996,1
1997,1
1998,1
1999,1
2000,1
2001,1
2002,1
2003,0
2004,1
2005,0
2006,1
2007,0
2008,1
2009,1
2010,0
2011,1
2012,1
2013,0
2014,0
2015,0
2016,1
2017,0
2018,1
2019,1
2020,0
2021,0
2022,1
2023,1
2024,1
2025,1
2026,0
2027,1
2028,1
2029,1
2030,1
2031,0
2032,0
2033,0
2034,0
2035,1
2036,1
2037,0
2038,1
2039,1
2040,0
2041,0
2042,1
2043,0
2044,1
2045,0
2046,0
2047,1
2048,0
2049,1
2050,0
2051,0
2052,1
2053,1
2054,0
2055,0
2056,0
2057,0
2058,1
2059,0
2060,0
2061,1
2062,0
2063,1
2064,0
2065,0
2066,1
2067,0
2068,1
2069,1
2070,0
2071,1
2072,1
2073,1
2074,0
2075,1
2076,1
2077,1
2078,1
2079,0
2080,0
2081,1
2082,1
2083,0
2084,0
2085,0
2086,0
2087,1
2088,0
2089,1
2090,1
2091,0
2092,1
2093,1
2094,0
2095,1
2096,1
2097,0
2098,1
2099,0
2100,0
2101,1
2102,1
2103,0
2104,0
2105,1
2106,0
2107,1
2108,0
2109,1
2110,1
2111,0
2112,1
2113,0
2114,1
2115,0
2116,1
2117,0
2118,1
2119,0
2120,1
2121,1
2122,1
2123,1
2124,0
2125,1
2126,1
2127,1
2128,0
2129,0
2130,1
2131,1
2132,0
2133,0
2134,1
2135,1
2136,1
2137,1
2138,0
2139,1
2140,0
2141,1
2142,1
2143,1
2144,0
2145,1
2146,1
2147,0
2148,0
2149,0
2150,0
2151,1
2152,0
2153,0
2154,1
2155,0
2156,0
2157,0
2158,0
2159,0
2160,0
2161,0
2162,1
2163,1
2164,1
2165,0
2166,1
2167,1
2168,1
2169,1
2170,0
2171,0
2172,0
2173,1
2174,0
2175,1
2176,1
2177,1
2178,1
2179,0
2180,1
2181,1
2182,1
2183,0
2184,0
2185,1
2186,0
2187,1
2188,1
2189,0
2190,1
2191,0
2192,1
2193,0
2194,0
2195,0
2196,0
2197,1
2198,1
2199,1
2200,0
2201,1
2202,0
2203,0
2204,0
2205,1
2206,1
2207,1
2208,1
2209,0
2210,0
2211,0
2212,1
2213,1
2214,1
2215,0
2216,1
2217,0
2218,1
2219,1
2220,0
2221,1
2222,1
2223,1
2224,0
2225,0
2226,1
2227,0
2228,1
2229,1
2230,0
2231,0
2232,1
2233,1
2234,1
2235,1
2236,0
2237,1
2238,0
2239,1
2240,1
2241,0
2242,0
2243,1
2244,0
2245,1
2246,1
2247,0
2248,1
2249,1
2250,1
2251,0
2252,1
2253,0
2254,0
2255,1
2256,1
2257,1
2258,0
2259,1
2260,0
2261,1
2262,0
2263,1
2264,1
2265,1
2266,0
2267,0
2268,1
2269,0
2270,0
2271,1
2272,0
2273,1
2274,0
2275,1
2276,0
2277,1
2278,1
2279,1
2280,0
2281,1
2282,0
2283,1
2284,0
2285,0
2286,1
2287,1
2288,1
2289,0
2290,1
2291,1
2292,0
2293,0
2294,0
2295,0
2296,0
2297,0
2298,0
2299,1
2300,0
2301,0
2302,0
2303,1
2304,1
2305,0
2306,1
2307,1
2308,0
2309,0
2310,1
2311,0
2312,0
2313,1
2314,0
2315,1
2316,1
2317,1
2318,0
2319,0
2320,0
2321,1
2322,0
2323,1
2324,1
2325,0
2326,1
2327,1
2328,1
2329,0
2330,1
2331,1
2332,1
2333,0
2334,1
2335,0
2336,0
2337,1
2338,1
2339,1
2340,0
2341,1
2342,0
2343,1
2344,0
2345,0
2346,1
2347,0
2348,0
2349,1
2350,0
2351,0
2352,0
2353,0
2354,0
2355,0
2356,0
2357,1
2358,1
2359,0
2360,1
2361,1
2362,0
2363,0
2364,0
2365,0
2366,1
2367,1
2368,0
2369,1
2370,1
2371,0
2372,1
2373,0
2374,0
2375,0
2376,1
2377,0
2378,0
2379,1
2380,1
2381,1
2382,0
2383,0
2384,0
2385,0
2386,1
2387,1
2388,1
2389,1
2390,0
2391,1
2392,1
2393,1
2394,1
2395,1
2396,1
2397,0
2398,1
2399,0
2400,0
2401,0
2402,1
2403,0
2404,0
2405,0
2406,1
2407,0
2408,0
2409,0
2410,1
2411,1
2412,1
2413,0
2414,0
2415,1
2416,0
2417,1
2418,1
2419,0
2420,1
2421,0
2422,0
2423,1
2424,0
2425,0
2426,1
2427,0
2428,1
2429,1
2430,1
2431,1
2432,0
2433,0
2434,0
2435,0
2436,0
2437,0
2438,0
2439,1
2440,0
2441,0
2442,1
2443,0
2444,0
2445,1
2446,0
2447,0
2448,0
2449,0
2450,1
2451,0
2452,0
2453,1
2454,1
2455,1
2456,0
2457,1
2458,1
2459,1
2460,0
2461,1
2462,1
2463,0
2464,0
2465,0
2466,1
2467,1
2468,1
2469,0
2470,0
2471,1
2472,0
2473,0
2474,0
2475,0
2476,1
2477,0
2478,0
2479,1
2480,1
2481,0
2482,1
2483,0
2484,1
2485,1
2486,1
2487,0
2488,1
2489,1
2490,1
2491,0
2492,0
2493,0
2494,1
2495,1
2496,0
2497,0
2498,1
2499,1
2500,0
2501,0
2502,0
2503,0
2504,0
2505,0
2506,0
2507,0
2508,1
2509,1
2510,1
2511,0
2512,0
2513,1
2514,1
2515,0
2516,0
2517,1
2518,1
2519,1
2520,1
2521,1
2522,1
2523,1
2524,0
2525,1
2526,0
2527,1
2528,0
2529,0
2530,1
2531,1
2532,1
2533,1
2534,0
2535,0
2536,1
2537,1
2538,1
2539,1
2540,0
2541,1
2542,0
2543,1
2544,1
2545,0
2546,1
2547,0
2548,1
2549,1
2550,0
2551,0
2552,0
2553,1
2554,0
2555,1
2556,1
2557,0
2558,1
2559,1
2560,1
2561,1
2562,0
2563,0
2564,0
2565,0
2566,1
2567,1
2568,1
2569,1
2570,0
2571,0
2572,0
2573,1
2574,1
2575,1
2576,0
2577,1
2578,1
2579,0
2580,1
2581,1
2582,0
2583,1
2584,0
2585,1
2586,0
2587,0
2588,0
2589,0
2590,1
2591,0
2592,1
2593,0
2594,0
2595,0
2596,0
2597,1
2598,0
2599,0
2600,0
2601,0
2602,1
2603,1
2604,0
2605,0
2606,1
2607,0
2608,1
2609,0
2610,0
2611,1
2612,0
2613,1
2614,1
2615,1
2616,0
2617,1
2618,1
2619,1
2620,0
2621,1
2622,1
2623,1
2624,0
2625,1
2626,1
2627,0
2628,0
2629,1
2630,0
2631,0
2632,1
2633,0
2634,1
2635,1
2636,0
2637,0
2638,0
2639,1
2640,0
2641,1
2642,0
2643,1
2644,0
2645,1
2646,0
2647,1
2648,1
2649,1
2650,0
2651,0
2652,0
2653,1
2654,1
2655,1
2656,0
2657,0
2658,0
2659,1
2660,0
2661,0
2662,0
2663,1
2664,1
2665,0
2666,1
2667,1
2668,0
2669,1
2670,1
2671,1
2672,1
2673,0
2674,1
2675,1
2676,0
2677,1
2678,0
2679,1
2680,1
2681,1
2682,1
2683,1
2684,0
2685,1
2686,0
2687,0
2688,0
2689,1
2690,1
2691,0
2692,0
2693,0
2694,1
2695,0
2696,0
2697,1
2698,0
2699,0
2700,0
2701,0
2702,1
2703,0
2704,1
2705,0
2706,1
2707,1
2708,0
2709,0
2710,1
2711,1
2712,0
2713,1
2714,0
2715,1
2716,0
2717,1
2718,1
2719,1
2720,0
2721,0
2722,1
2723,1
2724,0
2725,1
2726,1
2727,0
2728,1
2729,0
2730,1
2731,1
2732,1
2733,1
2734,0
2735,0
2736,1
2737,0
2738,1
2739,1
2740,0
2741,0
2742,0
2743,0
2744,1
2745,1
2746,0
2747,1
2748,0
2749,0
2750,0
2751,1
2752,1
2753,0
2754,0
2755,1
2756,0
2757,1
2758,1
2759,1
2760,0
2761,1
2762,1
2763,1
2764,0
2765,0
2766,1
2767,1
2768,1
2769,1
2770,1
2771,0
2772,1
2773,0
2774,0
2775,1
2776,0
2777,1
2778,0
2779,1
2780,1
2781,0
2782,1
2783,0
2784,0
2785,0
2786,1
2787,1
2788,1
2789,1
2790,1
2791,0
2792,1
2793,0
2794,0
2795,0
2796,1
2797,0
2798,0
2799,1
2800,1
2801,0
2802,0
2803,1
2804,1
2805,1
2806,1
2807,1
2808,0
2809,0
2810,1
2811,0
2812,1
2813,1
2814,0
2815,0
2816,1
2817,1
2818,0
2819,0
2820,1
2821,0
2822,1
2823,1
2824,1
2825,1
2826,0
2827,0
2828,0
2829,1
2830,1
2831,1
2832,1
2833,0
2834,1
2835,1
2836,0
2837,0
2838,0
2839,0
2840,1
2841,1
2842,1
2843,0
2844,1
2845,0
2846,1
2847,1
2848,1
2849,1
2850,1
2851,0
2852,1
2853,0
2854,1
2855,0
2856,0
2857,0
2858,0
2859,1
2860,1
2861,0
2862,0
2863,1
2864,0
2865,1
2866,1
2867,0
2868,0
2869,0
2870,0
2871,0
2872,1
2873,0
2874,0
2875,0
2876,0
2877,1
2878,1
2879,1
2880,1
2881,1
2882,0
2883,0
2884,0
2885,0
2886,1
2887,0
2888,0
2889,0
2890,0
2891,1
2892,0
2893,0
2894,1
2895,0
2896,0
2897,0
2898,1
2899,1
2900,0
2901,0
2902,1
2903,0
2904,1
2905,0
2906,0
2907,1
2908,0
2909,0
2910,0
2911,1
2912,1
2913,1
2914,1
2915,0
2916,1
2917,0
2918,0
2919,0
2920,0
2921,0
2922,0
2923,0
2924,0
2925,0
2926,0
2927,0
2928,0
2929,1
2930,1
2931,0
2932,0
2933,1
2934,1
2935,0
2936,1
2937,0
2938,1
2939,1
2940,0
2941,1
2942,0
2943,0
2944,1
2945,0
2946,0
2947,1
2948,1
2949,0
2950,0
2951,0
2952,1
2953,1
2954,1
2955,1
2956,0
2957,0
2958,0
2959,1
2960,0
2961,0
2962,0
2963,0
2964,0
2965,1
2966,1
2967,1
2968,1
2969,0
2970,0
2971,0
2972,0
2973,1
2974,1
2975,0
2976,1
2977,1
2978,0
2979,1
2980,0
2981,1
2982,1
2983,0
2984,0
2985,0
2986,0
2987,0
2988,0
2989,1
2990,0
2991,0
2992,1
2993,0
2994,0
2995,1
2996,0
2997,1
2998,1
2999,1
